Event Number,Occurred/Discovered Date and Time,Occurred Date,Day,Month,Year,Day_of_Week_Name,Day_of_Week_Num,Week_in_Year,Weekend,Latitude,Longitude,Nearest Populated Centre,Province,Population Density,Incident Types,Company,Significant,Product Category,Product Type,Volume Released,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Activity being performed at time of incident,How the incident was discovered,Pipeline or facility equipment involved,Rupture,Pipe body release,Residual effects on the environment,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Kilometre post,Emergency Level,Equipment or component involved,Nominal pipe size,Material,Licensed maximum operating pressure (kPa),Year of installation,Year when put into service,Repair type,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program,STATION_NAME,DISTANCE_WEATHER_STATION_KM,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
INC2017-183,2017-11-08 9:30,2017-11-08,8.0,11.0,2017.0,Wednesday,4.0,45.0,0.0,49.95917767,-120.9160278,Merritt,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Natural Gas - Sweet,23758.0,"Damage or deterioration mechanism, Other Causes, Improper Operation;Substandard Acts, Using equipment improperly",Incorrect Operation,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Personal factors, Lack of knowledge, Unspecified","Engineering and Planning, Human Factors",Maintenance,Other Control System,Yes,No,No,No,"SPECTRA - 30"" MAINLINE","168.30000000, 762.00000000",1274.364117,,Level I,"Station/Facility, Compression, Instrumentation and controls",,,,,,,No,,,No,No,,,No,MERRITT STP,33.38020328938724,1125079,-3.3,,-6,,-0.5,,0.8,,0,,0.8,,0,,,,,,0,,21.3,,,,,
INC2017-186,2017-11-17 6:15,2017-11-17,17.0,11.0,2017.0,Friday,6.0,46.0,0.0,54.67505,-111.98999,Lac La Biche,Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,18337.0,"Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Disbondments",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs","Engineering and Planning, Maintenance",Operation,Landowner,Yes,No,Yes,No,HYLO LATERAL - NPS 8,219.1,19.6424483,"HYL-1 + 12,929 metres",Level I,"Pipeline, Pipe, Body",NPS 8,Carbon Steel,8441.0,,1975.0,Replacement,No,7/6/2017,Visual,Yes,Yes,,,No,LAC LA BICHE CLIMATE,23.89375620241367,3063686,-16.1,,-19.2,,-12.9,,0,,,M,,M,14,,0,,0,,0,,34.1,,,,,
INC2017-185,2017-11-19 1:00,2017-11-19,19.0,11.0,2017.0,Sunday,1.0,47.0,1.0,49.95917767,-120.9160278,Merritt,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sweet,34483.0,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,No,No,"SPECTRA - 30"" MAINLINE","168.30000000, 762.00000000",1274.364117,CS8A KM 0,Level I,"Station/Facility, Compression, Instrumentation and controls",,,,,,,No,,,No,No,,,No,MERRITT STP,33.38020328938724,1125079,6.3,,3,,9.5,,0.6,,0.6,,0,,0,,,,,,0,,11.7,,,,,
INC2017-184,2017-11-19 10:00,2017-11-19,19.0,11.0,2017.0,Sunday,1.0,47.0,1.0,53.50812123,-122.6078953,Hixon,Alberta,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Natural Gas - Sweet,0.01,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Defective tools, equipment or materials","External Interference, Incorrect Operation","Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Maintenance, Standards and Procedures",Maintenance,Employee / Contractor (Onsite),Yes,No,No,No,"SPECTRA - 30"" MAINLINE","168.30000000, 762.00000000",1274.364117,4B KM 0,Level I,"Station/Facility, Compression, Instrumentation and controls",,,,,,,No,,,No,No,,,No,PRINCE GEORGE MASSEY AUTO,9.484835710990996,1096454,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2017-188,2017-11-21 3:00,2017-11-21,21.0,11.0,2017.0,Tuesday,3.0,47.0,0.0,54.52823203,-118.1594179,Grande Prairie,Alberta,Buildings greater than 4 stories above ground,Release of Substance,Alliance Pipeline Ltd.,No,Gas,Natural Gas - Sweet,1.0,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,MAINLINE,"1067.00000000, 914.00000000",1551.609274,,Level I,"Station/Facility, Metering, Delivering, Valve, Pressure relief, Seal/Packing;Station/Facility, Metering, Receiving, Valve, Pressure relief, Seal/Packing",NPS 3/4,Carbon Steel,1035.0,2017.0,2017.0,,No,,,Yes,No,6/26/2017,Recertification,Yes,SIMONETTE,55.73423231515252,3075937,-15.5,,-25,,-6,,3,,0,,3,,0,,,,,,0,,33.5,,,,,
INC2017-189,2017-11-21 8:00,2017-11-21,21.0,11.0,2017.0,Tuesday,3.0,47.0,0.0,55.78756,-120.53231,Dawson Creek,British Columbia,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,2.05,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,No,No,GROUNDBIRCH MAINLINE,914,23.48775823,0,Level I,"Pipeline, Fitting, Nipple, Thread;Pipeline, Auxiliary device(s) (please explain)",NPS 1/2,Carbon Steel,,,,,No,9/14/2017,Visual,Yes,No,9/14/2017,Testing of Functionality,Yes,FORT ST. JOHN A,39.83826936996214,1183001,-19.8,,-23,,-16.5,,0,,0,,0,,45,,0,,0,,0,,37.8,,,,,
INC2017-190,2017-11-25 11:24,2017-11-25,25.0,11.0,2017.0,Saturday,7.0,47.0,1.0,49.95917767,-120.9160278,Merritt,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Natural Gas - Sweet,18181.0,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,SCADA,Yes,No,No,No,"SPECTRA - 30"" MAINLINE","168.30000000, 762.00000000",1274.364117,CS8A KM 0,Level I,"Station/Facility, Compression, Instrumentation and controls",,,,,,,No,,,No,No,,,No,MERRITT STP,33.38020328938724,1125079,8.3,,5,,11.5,,3.2,,3.2,,0,,0,,,,,,0,,9.7,,,,,
INC2017-192,2017-11-27 1:15,2017-11-27,27.0,11.0,2017.0,Monday,2.0,48.0,0.0,56.14630285,-120.6691693,Taylor,British Columbia,46 or more dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,255.0,"Damage or deterioration mechanism, Cracking, Sulphide Stress Cracking;Damage or deterioration mechanism, Other Causes, Improper Operation","Corrosion and Cracking, Incorrect Operation","Job or system factors, Excessive wear and tear, Improper loading or rate of use;Job or system factors, Inadequate maintenance, Inadequate reparative, Scheduling of work;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Maintenance, Standards and Procedures",Operation,Other Control System,Yes,No,No,No,"20"" ALASKA HIGHWAY TRUNK PIPELINE",508,28.69664024,,Level I,"Processing Plant, Inlet",,,,,,,No,,,No,No,,,No,FORT ST. JOHN A,14.098787523456451,1183001,-13.7,,-18.5,,-8.8,,0,,0,,0,,45,,32,,32,,0,,31.7,,,,,
INC2017-191,2017-11-27 1:30,2017-11-27,27.0,11.0,2017.0,Monday,2.0,48.0,0.0,49.95917767,-120.9160278,Merritt,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Natural Gas - Sweet,22272.0,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,SCADA,Yes,No,No,No,"SPECTRA - 30"" MAINLINE","168.30000000, 762.00000000",1274.364117,CS8A KM 0,Level I,"Station/Facility, Compression, Instrumentation and controls",,,,,,,No,,,No,No,,,No,MERRITT STP,33.38020328938724,1125079,2.3,,-2,,6.5,,0.6,,0.6,,0,,0,,,,,,0,,15.7,,,,,
INC2017-195,2017-12-05 11:00,2017-12-05,5.0,12.0,2017.0,Tuesday,3.0,49.0,0.0,54.17425,-116.67334,Fox Creek,Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,5125.0,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking;Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Disbondments",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,Maintenance,Employee / Contractor (Onsite),Yes,No,Yes,No,KAYBOB LATERAL - NPS 20,508,67.51546772,KP 28.05,Level I,"Pipeline, Pipe, Body",NPS 20,Carbon Steel,6480.0,1961.0,1962.0,Replacement,No,12/1/2017,Visual,Yes,No,12/5/2017,Repair,Yes,SIMONETTE,50.9567109396891,3075937,-2.5,,-10,,5,,0,,0,,0,,0,,,,,,0,,20.5,,,,,
INC2017-194,2017-12-05 11:00,2017-12-05,5.0,12.0,2017.0,Tuesday,3.0,49.0,0.0,54.04370807,-117.4205423,Fox Creek,Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,7552.0,"Damage or deterioration mechanism, Construction, Other Defective Weld",Defect and Deterioration,"Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules",Standards and Procedures,Maintenance,Employee / Contractor (Onsite),Yes,No,No,No,GRANDE PRAIRIE MAINLINE LATERAL LOOP,762,32.88459159,0,Level I,"Pipeline, Fitting, Other (please explain)",NPS 3/4,Stainless Steel,8725.0,1998.0,1998.0,Rebuilt,No,12/5/2017,Visual,Yes,Yes,,,No,SIMONETTE,23.330151924531148,3075937,-2.5,,-10,,5,,0,,0,,0,,0,,,,,,0,,20.5,,,,,
INC2017-196,2017-12-09 11:10,2017-12-09,9.0,12.0,2017.0,Saturday,7.0,49.0,1.0,52.72947567,-122.4419765,Quesnel,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Natural Gas - Sweet,835.91,"Substandard Conditions, Inadequate or improper protective equipment",External Interference,"Job or system factors, Inadequate engineering, Inadequate or improper controls",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,No,No,"SPECTRA - 30"" MAINLINE","168.30000000, 762.00000000",1274.364117,CS05 KM 0,Level I,"Station/Facility, Compression, Compressor",,,,,,,No,,,No,No,,,No,QUESNEL,32.939549194802304,1096629,-0.8,,-3.1,,1.5,,0,,,M,,M,,,15,,37,,0,,18.8,,,,,
INC2017-198,2017-12-12 4:30,2017-12-12,12.0,12.0,2017.0,Tuesday,3.0,50.0,0.0,56.145647,-120.671581,Taylor BC,British Columbia,11 to 45 dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Propane,0.94,"Damage or deterioration mechanism, Equipment, Gasket/O-ring;Substandard Conditions, Weather Related, Frozen components","Equipment Failure, External Interference","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Processing Plant, Fractionation",,,,,,,No,,,No,No,,,No,FORT ST. JOHN A,14.246344536921493,1183001,4.3,,2.8,,5.8,,0,,0,,0,,18,,24,,50,,0,,13.7,,,,,
INC2017-197,2017-12-12 7:00,2017-12-12,12.0,12.0,2017.0,Tuesday,3.0,50.0,0.0,51.40840045,-113.6557044,Irricana,Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,786.0,"Damage or deterioration mechanism, Structural Degradation, Other Chemical Degradation",Defect and Deterioration,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,No,No,CENTRAL ALBERTA SYSTEM M/L LOOP (WESSEX SECTION) - NPS 42,1067,11.99784041,0,Level I,"Station/Facility, Compression, Valve, Ball, Body",NPS 1,,,,,,No,11/12/2017,Visual,Yes,Yes,,,No,LINDEN AGCM,18.82652521887508,3023850,2.9,,-6.7,,12.4,,0,,,M,,M,,,23,,56,,0,,15.1,,,,,
INC2017-201,2017-12-25 12:00,2017-12-25,25.0,12.0,2017.0,Monday,2.0,52.0,0.0,54.04370807,-117.4205423,Fox Creek,Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,252.0,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,Maintenance,Employee / Contractor (Onsite),Yes,No,No,No,GRANDE PRAIRIE MAINLINE LATERAL LOOP,762,32.88459159,0,Level I,"Station/Facility, Compression, Auxiliary device(s) (please explain)",NPS 3/4,Stainless Steel,8725.0,1998.0,1998.0,,No,12/24/2017,Visual,Yes,No,12/5/2017,Repair,No,SIMONETTE,23.330151924531148,3075937,-22,,-22,,-22,,0,,0,,0,,0,,,,,,0,,40,,,,,
INC2017-202,2017-12-30 5:42,2017-12-30,30.0,12.0,2017.0,Saturday,7.0,52.0,1.0,56.78078388,-122.3238274,dawson creek ,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Natural Gas - Sweet,13399.59,"Damage or deterioration mechanism, Other Causes, Improper Operation",Incorrect Operation,"Job or system factors, Inadequate maintenance, Inadequate preventive, Cleaning or resurfacing",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,"36"" Fort St. John Mainline Loop",,,,Level I,"Station/Facility, Compression, Instrumentation and controls",,,,,,,No,,,No,No,,,No,CHARLIE LAKE,105.55515688694611,11814FR,-34.8,,-39,,-30.5,,0,,0,,0,,34,,,,,,0,,52.8,,,,,
INC2018-001,2018-01-08 10:00,2018-01-08,8.0,1.0,2018.0,Monday,2.0,2.0,0.0,47.96083302,-80.01609001,"Swastika, ON",Ontario,10 or fewer dwelling units,Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,0.01,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,LINE 100-3,"1066.80000000, 762.00000000, 863.60000000, 914.40000000",2681.81132,,Level I,"Pipeline, Fitting, Swage, Body",NPS 3/8,Stainless Steel,,,,,No,11/24/2017,Visual,Yes,No,,,No,KIRKLAND LAKE CS,14.412237453360794,6074211,-6,,-7.7,,-4.2,,0,,,M,,M,29,,,M,,M,0,,24,,,,,
INC2018-003,2018-01-10 12:00,2018-01-10,10.0,1.0,2018.0,Wednesday,4.0,2.0,0.0,57.19025,-118.192939,"Manning, AB",Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,Yes,Gas,Natural Gas - Sweet,265457.0,"Damage or deterioration mechanism, Equipment, Gasket/O-ring",Equipment Failure,"Job or system factors, Inadequate tools and equipment, Inadequate removal and replacement of unsuitable items",Tools and Equipment,Operation,Employee / Contractor (Onsite),Yes,No,No,No,NORTH CENTRAL CORRIDOR,"1067.00000000, 609.60000000",378.5193526,,Level I,"Station/Facility, Compression, Valve, Check, Seal/Packing",NPS 36,,9928.0,2017.0,2017.0,,No,1/9/2018,Visual,Yes,Yes,,,No,KEG RIVER AGCM,56.932855267516814,3073644,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2018-007,2018-01-15 4:00,2018-01-15,15.0,1.0,2018.0,Monday,2.0,3.0,0.0,49.72011504,-96.98386154,"Ile des Chenes, MB",Manitoba,10 or fewer dwelling units,Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,3771.0,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking;Damage or deterioration mechanism, Geotechnical Failure, Frost heave","Corrosion and Cracking, Natural Force Damage","External Interference, Natural or Environmental Forces",Natural or Environmental Forces,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Line 400-2,914.4,81.33942881,,Level I,"Station/Facility, Compression, Fitting, Other (please explain);Station/Facility, Compression, Valve, Gate, Body",NPS 1,Carbon Steel,7030.0,1967.0,1967.0,Replacement,No,1/17/2018,Visual,No,No,7/23/2017,Testing of Functionality,Yes,WINNIPEG THE FORKS,21.946728772458734,5023262,-24.6,,-27.5,,-21.7,,0,,,M,,M,,,35,,33,,0,,42.6,,,,,
INC2018-008,2018-01-19 9:30,2018-01-19,19.0,1.0,2018.0,Friday,6.0,3.0,0.0,55.79305809,-120.5231165,Dawson Creek,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,60.0,"Damage or deterioration mechanism, Equipment, Gasket/O-ring",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Bessborough Pipeline,406.4,0.91962714,0.91,Level I,"Processing Plant, Inlet",,,,,,,No,,,No,No,,,No,FORT ST. JOHN A,39.15431696826394,1183001,-4.9,,-9.6,,-0.2,,0,T,0,T,0,,14,,0,,0,,0,,22.9,,,,,
INC2018-009,2018-01-21 11:45,2018-01-21,21.0,1.0,2018.0,Sunday,1.0,4.0,1.0,53.15552,-112.29672,Holden,Alberta,10 or fewer dwelling units,Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,0.51,"Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Disbondments",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs","Engineering and Planning, Maintenance",Operation,Employee / Contractor (Onsite),Yes,No,Yes,Yes,,,,KP 9.89,Level I,"Pipeline, Pipe, Body",NPS 6,Carbon Steel,8613.0,,1972.0,Replacement,No,6/22/2018,Inline Inspection (ILI),Yes,No,7/21/2018,Replacement,Yes,SHONTS AGCM,4.785201187194113,3015900,-10.1,,-14.2,,-6,,0,,,M,,M,,,,M,,M,0,,28.1,,,,,
INC2018-012,2018-01-31 12:30,2018-01-31,31.0,1.0,2018.0,Wednesday,4.0,5.0,0.0,53.10047466,-115.3642386,Drayton Valley,Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,17260.0,"Damage or deterioration mechanism, Cracking, Fatigue;Substandard Acts, Failure to follow procedure or policy or practice","Corrosion and Cracking, Incorrect Operation","Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly",Maintenance,Operation,SCADA,Yes,No,No,No,WAS M/L - NPS 30,762,201.9819369,,Level I,"Station/Facility, Compression, Piping, Body;Station/Facility, Compression, Instrumentation and controls",NPS 1/2,Stainless Steel,,2017.0,2017.0,,Yes,,,No,Yes,,,No,VIOLET GROVE CS,19.56705998761964,3016860,-18,,-21.7,,-14.3,,4,,,M,,M,20,,0,,0,,0,,36,,,,,
INC2018-015,2018-02-02 3:14,2018-02-02,2.0,2.0,2018.0,Friday,6.0,5.0,0.0,59.20209027,-121.5830377,Fort Nelson,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Natural Gas - Sweet,3249.3,"Substandard Conditions, Weather Related, Frozen components;Substandard Conditions, Weather Related, Temperature Extremes",External Interference,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Engineering and Planning, Standards and Procedures",Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Processing Plant, Controls",,,,,,,No,,,No,No,,,No,FORT NELSON,89.37809072604945,1192948,-23.8,,-26.1,,-21.5,,2.5,,,M,,M,49,,0,,0,,0,,41.8,,,,,
INC2018-013,2018-02-04 8:30,2018-02-04,4.0,2.0,2018.0,Sunday,1.0,6.0,1.0,51.5509423,-121.2689384,100 Mile House,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sweet,159600.0,"Damage or deterioration mechanism, Other Causes, Improper Operation;Substandard Conditions, Inadequate communications hardware or software or process","External Interference, Incorrect Operation","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Maintenance,Employee / Contractor (Onsite),Yes,No,No,No,"SPECTRA - 30"" MAINLINE","168.30000000, 762.00000000",1274.364117,CS6B KM 0,Level I,"Station/Facility, Compression, Instrumentation and controls",,,,,,,No,,,No,No,,,No,100 MILE HOUSE 6NE,18.85737150322367,1165793,-12.5,,-13,,-12,,20,,0,,20,,60,,,,,,0,,30.5,,,,,
INC2018-018,2018-02-19 8:00,2018-02-19,19.0,2.0,2018.0,Monday,2.0,8.0,0.0,46.37976553,-79.46897152,North Bay,Ontario,10 or fewer dwelling units,Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,253.27,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,LINE 1200-2,1066.8,390.4276636,,Level I,"Station/Facility, Compression, Compressor;Station/Facility, Compression, Fitting, Swage, Body",NPS 3/8,Stainless Steel,,,,,No,11/24/2017,Visual,Yes,Yes,,,No,NORTH BAY AIRPORT,24.74654228579507,6085695,-3.2,,-6.9,,0.6,,1,,,M,,M,23,,3,,32,,0,,21.2,,,,,
INC2018-026,2018-04-03 6:50,2018-04-03,3.0,4.0,2018.0,Tuesday,3.0,14.0,0.0,53.543,-113.354,Sherwood Park,Alberta,11 to 45 dwelling units,Release of Substance,Enbridge Pipelines Inc.,No,Liquid,Diesel Fuel,5.0,"Damage or deterioration mechanism, Material Loss, Internal Material Loss",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate assessment of operational readiness",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,Yes,Yes,,,,,Level I,"Station/Facility, Compression, Piping, Body",NPS 12,Carbon Steel,,1960.0,1960.0,Replacement,No,,,No,No,,,No,BUSBY AGCM,13.179656723657635,3010979,-11.6,,-17.2,,-5.9,,0,,,M,,M,,,,M,,M,0,,29.6,,,,,
INC2018-028,2018-04-13 12:22,2018-04-13,13.0,4.0,2018.0,Friday,6.0,15.0,0.0,54.532966,-112.094773,"Lac La Biche, AB",Alberta,10 or fewer dwelling units,Release of Substance,NOVA Gas Transmission Ltd.,Yes,Gas,Natural Gas - Sweet,50622.5,"Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Disbondments",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,Yes,No,CRAIGEND LATERAL - NPS 12,323.9,41.87969515,KP 33.56,Level I,"Pipeline, Pipe, Body",NPS 12,Carbon Steel,6830.0,1969.0,,Replacement,No,2/14/2018,Inline Inspection (ILI),Yes,No,4/22/2018,Replacement,Yes,LAC LA BICHE CLIMATE,9.640886186779525,3063686,-3.2,E,-7.9,E,1.6,E,,M,,M,,M,14,,17,,37,,0,E,21.2,E,,,,
INC2018-030,2018-04-17 4:41,2018-04-17,17.0,4.0,2018.0,Tuesday,3.0,16.0,0.0,49.37396404,-121.4218518,Agassiz,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Natural Gas - Sweet,1694.0,"Damage or deterioration mechanism, Cracking, Mechanical Damage Delayed Cracking;Damage or deterioration mechanism, Construction, Dent","Corrosion and Cracking, Defect and Deterioration","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,Maintenance,Employee / Contractor (Onsite),Yes,No,Yes,No,"SPECTRA - 30"" MAINLINE","168.30000000, 762.00000000",1274.364117,,Level I,"Pipeline, Pipe, Body",NPS 30,Carbon Steel,5378.0,1957.0,,Replacement,No,,,No,No,,,No,HOPE A,19.381706476175157,1113542,8.5,,5.2,,11.7,,19.4,,,M,,M,,,30,,56,,0,,9.5,,,,,
INC2018-031,2018-04-23 5:20,2018-04-23,23.0,4.0,2018.0,Monday,2.0,17.0,0.0,55.33138,-121.63722,Chetwynd,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,200.0,"Damage or deterioration mechanism, Other Causes, Improper Operation;Substandard Conditions, Defective tools, equipment or materials","External Interference, Incorrect Operation","Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,Maintenance,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Station/Facility, Pigging, Receiving, Flare;Station/Facility, Pigging, Launching, Valve, Plug, Seal/Packing;Station/Facility, Pigging, Receiving, Auxiliary device(s) (please explain)",,,,,,,No,,,No,No,,,No,CHETWYND A,18.939894130680955,1181513,,,,,,,,,,,,,,,,,,,,,,,,,,
