Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Land Use,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program
INC2018-085,Operation Beyond Design Limits,8/2/2018,For St John,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.737701,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/08/01 05:00:00 PM Pacific,2018/08/01 05:00:00 PM Pacific,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,NULL,Gathering,Operation,NULL,2/25/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure on Land,NULL,0,OPR,"10"" Rigel Pipeline 12"" Rigel Pipeline","273.10000000, 323.90000000",31.6793032,Natural Gas Sour,NULL,NULL,NULL,NULL,Canada,No,No,No,No,Agricultural Cropland,10 or fewer dwelling units,10.85,Level I,Standard Review - 168 days,No,"INC2018-078, INC2018-084, INC2018-085","Pipeline, Pipe, Body",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-087,Operation Beyond Design Limits,8/9/2018,Prophet River,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.43875714,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/08/09 06:35:00 AM Pacific,2018/08/09 06:35:00 AM Pacific,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,3rd Party / Other Company,1/24/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,"30"" Fort Nelson Mainline",762,72.67380765,Natural Gas Sweet,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units,N2L1 km 66.995,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-088,Operation Beyond Design Limits,8/10/2018,Tumbler Ridge,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.24122535,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/09 07:30:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Gathering,Operation,Employee / Contractor (Onsite),1/24/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure on Land,NULL,0,OPR,Sukunka Pipeline,NULL,NULL,NULL,NULL,Meter,NULL,NULL,Canada,No,No,Yes,No,Water / Wetlands,10 or fewer dwelling units,2.52,Level I,Standard Review - 168 days,No,INC2018-078,"Pipeline, Pipe, Body",NULL,NPS 24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-089,Operation Beyond Design Limits,8/14/2018,Pink Mountain BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.19365583,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/14 02:00:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Gathering,Operation,Employee / Contractor (Onsite),1/24/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure on Land,NULL,0,OPR,"12"" Laprise Creek Pipeline",323.9,37.22153643,Natural Gas Sweet,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units,22.47,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-090,Operation Beyond Design Limits,8/18/2018,"Moyie, BC",British Columbia,Foothills Pipe Lines Ltd.,Closed,49.27367,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/18 01:00:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion;Substandard Conditions, Weather Related, Heavy rains or floods","External Interference, Natural Force Damage","External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),1/11/2019,Yes,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR/PPR,NULL,NULL,NULL,NULL,NULL,Meter,NULL,NULL,Canada,No,Yes,Yes,No,Forests,10 or fewer dwelling units,Km post 108 + 840 ,Level I,Standard Review - 168 days,No,"INC2018-042, INC2018-052, INC2018-056, INC2018-058, INC2018-070, INC2018-083, INC2018-094, INC2018-095, INC2018-096, INC2018-159","Pipeline, Pipe, Body",1961,NPS 36,Carbon Steel,359 - X52,NULL,11.1 mm = 0.437 in,NULL,NULL,6280,NULL,NULL,NULL,NULL,1961,1961,1961,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,9/8/2012,Non-destructive examination (NDE),Yes,Yes,NULL,NULL,No
INC2018-091,Fire,8/20/2018,"Elko, BC",British Columbia,Foothills Pipe Lines Ltd.,Closed,49.28107,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/08/20 10:00:00 AM Mountain,2018/08/20 10:00:00 AM Mountain,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Fire and explosion hazards","External Interference, Incorrect Operation","Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),11/26/2018,Yes,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,Meter,NULL,NULL,Canada,Yes,No,No,No,Forests,10 or fewer dwelling units,NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Compressor;Station/Facility, Compression, Auxiliary device(s) (please explain)",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-095,Operation Beyond Design Limits,8/22/2018,"Temagami, Ontario",Ontario,TransCanada PipeLines Limited,Closed,47.14755,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/21 07:30:00 PM Eastern,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/4/2019,No,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,LINE 100-3,"1066.80000000, 762.00000000, 863.60000000, 914.40000000",2681.81132,Natural Gas,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Water / Wetlands,10 or fewer dwelling units,N/A,Level I,Standard Review - 168 days,No,"INC2018-042, INC2018-052, INC2018-056, INC2018-058, INC2018-070, INC2018-083, INC2018-090, INC2018-094, INC2018-096",,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-092,Operation Beyond Design Limits,8/20/2018,The rural community of Altona is 25 km from this location.,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.81692125,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/20 07:40:00 AM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Gathering,Operation,Employee / Contractor (Onsite),1/24/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,Wolf Pipeline,406.4,33.72543507,Natural Gas,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Water / Wetlands,10 or fewer dwelling units,7.56,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-094,Operation Beyond Design Limits,8/21/2018,"Conklin, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,55.94363,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/20 08:30:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Flotation",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Scheduled Patrol,4/15/2019,Yes,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,LEISMER - KETTLE RIVER CROSSOVER PROJECT,762,76.52428704,Natural Gas Sweet,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Water / Wetlands,10 or fewer dwelling units,16,Level I,Standard Review - 168 days,No,"INC2018-042, INC2018-052, INC2018-056, INC2018-058, INC2018-070, INC2018-083, INC2018-090, INC2018-095, INC2018-096","Pipeline, Pipe, Body",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,9/27/2018,Visual,No,No,NULL,NULL,No
INC2018-096,Operation Beyond Design Limits,8/22/2018,"Marten River, Ontario",Ontario,TransCanada PipeLines Limited,Closed,46.57498,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/21 07:28:00 PM Eastern,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/4/2019,No,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,LINE 100-2,"508.00000000, 609.60000000, 762.00000000, 863.60000000, 914.40000000",3393.42642,Natural Gas,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Water / Wetlands,10 or fewer dwelling units,N/A,Level I,Standard Review - 168 days,No,"INC2018-042, INC2018-052, INC2018-056, INC2018-058, INC2018-070, INC2018-083, INC2018-090, INC2018-094, INC2018-095",,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-097,Operation Beyond Design Limits,8/22/2018,The community of Wonowon is 23 kMs from this location,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.86284281,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/21 04:00:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/4/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,"12"" AITKEN CREEK PIPELINE",323.9,31.57378117,Natural Gas Sweet,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Water / Wetlands,10 or fewer dwelling units,kM 5.37,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-098,Fire,8/22/2018,"Big Valley, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,51.93893056,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/08/22 02:00:00 PM Mountain,2018/08/22 02:00:00 PM Mountain,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Fire and explosion hazards;Substandard Conditions, Inadequate preparation or planning","External Interference, Incorrect Operation","Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Inadequate leadership and/or supervision, Lack of supervisory or management job knowledge","Human Factors, Inadequate Supervision",No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),11/12/2018,Yes,No,Fire,NULL,NULL,NULL,No,NULL,Welding or Cutting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NORTH LATERAL EXTENSION - NPS 16,406.4,276.2667792,Natural Gas,NULL,Meter,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,N/A,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Compression, Piping, Weld",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-099,Fire,8/23/2018,Loreburn,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.44611,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/08/22 04:10:00 PM Central,2018/08/22 04:10:00 PM Central,"Substandard Acts, Failure to secure",Incorrect Operation,"Personal factors, Improper motivation, Improper attempt to save time or effort",Human Factors,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),9/11/2018,No,No,Fire,NULL,NULL,NULL,No,NULL,Welding or Cutting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,Meter,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,538.087,Level I,Standard Review - 168 days,No,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-114,Operation Beyond Design Limits,9/10/2018,The community of Prophet River is 5.2 kM from this location.,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.14178143,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/05/10 12:00:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/8/2019,Yes,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Slope Movements,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units,kM 57.29,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-100,Operation Beyond Design Limits,8/23/2018,Maitland,Ontario,Trans-Northern Pipelines Inc.,Closed,44.64323479,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/08/23 03:00:00 PM Eastern,2018/08/23 03:00:00 PM Eastern,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Inadequate information or data",External Interference,"Job or system factors, Inadequate leadership and/or supervision, Giving inadequate policy, procedure, practices or guidelines;Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training;Job or system factors, Inadequate engineering, Inadequate or improper controls","Engineering and Planning, Inadequate Supervision",No pipeline interruption,Transmission,Maintenance,SCADA,3/4/2019,Yes,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Overpressure - Maximum Operating Pressure,NULL,0,OPR,Mainline,273.1,635.0188165,Refined Products-Aviation,MAITLAND STATION,NULL,44.64323479,-75.61573225,Canada,Yes,No,No,No,Developed Land - Residential,46 or more dwelling units,NULL,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Pumping, Pump",NULL,NPS 8,Carbon Steel,241 - B,40,8.2 mm = 0.322 in,NULL,NULL,9928,NULL,11721,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-101,Operation Beyond Design Limits,8/24/2018,The community of Sikanni Chief is 5.5kM from this location  ,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.24724498,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/23 03:30:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/4/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure on Land,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Water / Wetlands,10 or fewer dwelling units,kM 18.09,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-103,Fire,8/24/2018,"Sedgewick, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,52.60985,Not Applicable,Not Applicable,Not Applicable,No,2018,2018/08/24 01:00:00 PM Mountain,2018/08/24 01:00:00 PM Mountain,"Substandard Acts, Failure to check or monitor;Damage or deterioration mechanism, Electrical Power System Failure, Electrical Fault","Equipment Failure, Incorrect Operation","Job or system factors, Inadequate work standards, Inadequate monitoring of compliance ;Job or system factors, Excessive wear and tear, Improper extension of service life;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring","Maintenance, Standards and Procedures",No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),11/16/2018,Yes,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,SEDGEWICK LATERAL LOOP,219.1,31.42258714,Natural Gas,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Agricultural Cropland,10 or fewer dwelling units,N/A,Level I,Standard Review - 168 days,No,NULL,"Station/Facility, Metering, Receiving, Auxiliary power unit",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-104,Operation Beyond Design Limits,8/31/2018,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.15931636,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/30 03:25:00 PM Pacific,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Gathering,Operation,Scheduled Patrol,2/4/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,"30"" Fort Nelson Mainline",762,72.67380765,Natural Gas Sweet,NULL,NULL,NULL,NULL,Canada,No,No,No,No,Forests,10 or fewer dwelling units,55.33,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-105,Operation Beyond Design Limits,9/1/2018,The community of Prophet River,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.99323401,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/31 02:00:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/4/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units,2.16,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Body",NULL,NPS 30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2018-106,Operation Beyond Design Limits,9/1/2018,The community of Prophet River is 11.8 kM from this location.,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.99119698,Not Applicable,Not Applicable,Not Applicable,No,2018,NULL,2018/08/31 02:00:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),2/4/2019,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Exposure in a Waterbody,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units,kM 2.39,Level I,Standard Review - 168 days,No,NULL,"Pipeline, Pipe, Bend, Body",NULL,NPS 30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
